epoch,acc,loss,val_acc,val_loss
0,0.587371114915,0.934962879549,0.628955994551,0.844810455371
1,0.631291961181,0.838101184287,0.633258878938,0.831245112406
2,0.640862252907,0.816122601544,0.641158781278,0.813885528709
3,0.646323854096,0.803509854668,0.642506051441,0.808396768117
4,0.650322152279,0.794693031888,0.645816210438,0.804906538094
5,0.653518695792,0.788054247037,0.646447944777,0.801632151549
6,0.654951379018,0.784163342631,0.645577698493,0.80441335011
7,0.657080259268,0.780154990732,0.644613981313,0.805093094072
